"train/stratified/cfm_loss t=[0.40,0.60)",train/cfm_loss,"train/stratified/dem_loss t=[0.80,1.00)","train/stratified/cfm_loss t=[0.20,0.40)","train/stratified/cfm_loss t=[0.60,0.80)","train/stratified/cfm_loss t=[0.80,1.00)",epoch,"train/stratified/dem_loss t=[0.00,0.20)",step,"train/stratified/dem_loss t=[0.60,0.80)","train/stratified/dem_loss t=[0.20,0.40)","train/stratified/cfm_loss t=[0.00,0.20)","train/stratified/dem_loss t=[0.40,0.60)"
6.517385005950928,7.79052734375,8.125380516052246,8.472973823547363,8.436873435974121,8.222874641418457,0,3.7264652252197266,49,3.1609156131744385,2.931652069091797,7.339478969573975,0.27126845717430115
