"train/stratified/cfm_loss t=[0.20,0.40)","train/stratified/cfm_loss t=[0.60,0.80)",epoch,"train/stratified/dem_loss t=[0.40,0.60)","train/stratified/cfm_loss t=[0.00,0.20)","train/stratified/dem_loss t=[0.00,0.20)","train/stratified/cfm_loss t=[0.80,1.00)","train/stratified/dem_loss t=[0.80,1.00)",step,"train/stratified/cfm_loss t=[0.40,0.60)",train/cfm_loss,"train/stratified/dem_loss t=[0.60,0.80)","train/stratified/dem_loss t=[0.20,0.40)"
1810.31591796875,1862.8109130859375,0,0.7902000546455383,2181.38427734375,0.7984699010848999,2330.8330078125,7.165653228759766,49,1578.73486328125,1945.5665283203125,0.7928863167762756,0.7451879382133484
