train/cfm_loss,"train/stratified/cfm_loss t=[0.40,0.60)","train/stratified/cfm_loss t=[0.80,1.00)","train/stratified/cfm_loss t=[0.20,0.40)",epoch,"train/stratified/dem_loss t=[0.80,1.00)","train/stratified/dem_loss t=[0.20,0.40)","train/stratified/cfm_loss t=[0.60,0.80)","train/stratified/dem_loss t=[0.60,0.80)","train/stratified/dem_loss t=[0.00,0.20)",step,"train/stratified/cfm_loss t=[0.00,0.20)","train/stratified/dem_loss t=[0.40,0.60)"
16.042739868164062,11.593633651733398,17.016815185546875,19.28855323791504,0,692.9420776367188,0.05357009917497635,17.839345932006836,15.792595863342285,0.00944677833467722,49,14.617088317871094,0.8130472898483276
